,nickname,created,review
2603,쪼멘아빠,2019.10.21 12:46,이 책의 제목이 책 내용 중의 한 꼭지일 뿐이라서 아쉽습니다. 저는 책 내용에 별로 공감되지 않습니다.
2604,미소랑튼튼이♡,2019.10.06 13:13,난 너무 좋았는데 악풀이많네요;;
2605,안호진,2019.09.25 20:19,ㅡㅡ
2606,LEE,2019.09.22 23:28,제목은 무례한 사람에게 웃으며 대처하는 법인데 왜 내용은 테레비에서 본 화젯거리 감상평인지. 좀 더 들으면 나올지도 모르겠으니 참고 듣다 끔.
2607,고두경,2019.09.09 10:13,"같은 내용이 조금은 반복되는게 있는데, 작가분께서 강조하고 싶으셨나봐요? 그리고, 20대를 반영하는 언어나 생활기스는 기스라는 표현이 일본어에서 나오는거 같아 듣는데 조금 걸렸습니다. 그래도, 전체적으로 나를  행복하게 하는데 최선을 다해야하는 것에 공감했 습니다. 물론, 주변과의 조화와 배려도 함께요~"
2608,김봉찬,2019.09.07 19:39,이런 피해망상기가 베스트셀러라고?
2609,이석호,2019.09.02 08:10,프롤로그에서 주제 이야기보다는 여성이야기로만 이후어짐을 듣고 꺼버림
2610,최한솔,2019.07.19 15:18,"성우 목소리가 거북하네요. 감정을 넣어 연기 하려 하신 것 같은데 어리광부리고 징징대는 듯한 말투, 귀여운 뾰루퉁함(?) 같은 톤이 너무 거북스러웠습니다. 그리고 출처를 알 수 없는 억양도 오히려 거리감을 느끼게 하네요. "
2611,김준희,2019.07.19 13:49,제목은 무례한 사람에게 대처하는법인테 대처하는법은 없습니다 이렇게 무례한사람이 많다 와 여성이 이런것을 많이 당한다는 내용만 가득함
2612,상어,2020.11.03 12:11,"1장까지의 내용은 그냥 설명하는 듯한 느낌이라 그럭저럭 잘 들었지만, 전체적으로는 논리가 빈약하고 설득력이 없네요. 
특히 2장에서 서술된 부적절한 예시와 편향된 시선은 저명한 학자라는 작가의 실질적인 통찰력을 의심하게 만드는 부분이었습니다. 
흥미로운 주제이지만 작가의 역량이 다소 실망스럽네요."
2613,Hyekyung,2020.10.01 11:24,딱 제 얘기였어요
2614,이선경,2020.07.16 02:29,성우분 vj특공대처럼 얘기하셔서 집중이 ㅜㅜ 목소리는 너무 좋아요 ㅎㅎ
2615,준상,2020.05.24 14:13,"구구절절 상황 묘사뿐.. 무슨 소설 같았어요.
정말 이 책 내용이 본인의 이야기와 비슷하거나 동일하지 않다면 지루하게 여길 것 같습니다."
2616,"지금, 여기",2020.03.28 03:37,한 장을 하나의 파일로 올리지 말고 개개별로 재생할 수 있게 해주세요
2617,박수연,2019.11.19 08:24,같은말의 반복이고 누구나 아는얘기 뻔한얘기..
2618,조성희,2019.09.24 18:14,중반부를 넘어가면서 조금씩 지루합니다
2619,Monica 채원,2019.08.22 16:19,1장만 재생이 안돼요 확인 부탁드립니다~~
2620,김미라,2019.08.21 21:01,"이 책에 나온 모든 예민함이 
나의 이야기여서,
책을 듣는 동안...
내마음을 가장 잘알아주는 
친구를 만난듯해서,
듣는내내 처음으로 마음의 평안이 찾아왔다.
정말 감사합니다."
2621,ㄱ,2019.08.05 20:45,책 내용도 좋고 성우분 목소리가 정말 너무 좋아요!! 귀에 쏙쏙 들어오고 거슬리지도 않고 집중이 잘됩니다 ㅎㅎㅎ 이 성우분이 오디오북 녹음하실때마다 찾아들어야겠어요 ㅋㅋ 
2622,박선미,2020.11.24 20:46,"1권에 이어 2권도 역시 몰입감 최고입니다
성우님의 목소리 연기가 한몫 제대로 하네요 이제 3권 들으러 갑니다^^"
2623,문지윤,2020.11.20 19:00,"나오키 시리즈 특징은 항상 마지막에 나오키가 씨게 본때를 보여주는 것인데 이때 누구라도
가슴 속으로부터 터져나오는 희열을 감추지 못할 것입니다 통쾌하게 아드레날린을 뿜어주는 책!"
2624,지연,2020.10.10 08:09,몰입감 최고
2625,이필근,2020.09.25 07:38,진짜몰입감 목소리도 다좋은데  여자성우도하시니깐 조금 케릭터가 겹쳐서 누구목소리인지 헷갈리때가 가끔있어요 중간중간에들을때 ㅋㅋ 여자성우도 썼으면합니다 
2626,sezin,2020.09.14 14:33,성우님 연기가 너무 좋아서 웃다가 놀랬다가 심각해졌다가 합니다. 드라마보는것같아요 저도 3편 들으러갑니다! :)
2627,김귀염,2020.09.12 00:02,"와 이런거 잘 안쓰는데
정말 최고네요!
진심 최고입니다!!!!! 
3탄 들으러갑니다!"
2628,이지현,2020.09.09 15:23,와 성우님의 실감나는 연기덕에 드라마보다 더 잼있게 들었네요. 속에 다 시원합니다~!!
2629,박소현,2020.07.03 20:07,성우님 연기 왜케 잘하시나요?ㅋㅋㅋㅋㅋㅋ 첨엔 좀 지루하다가 참고 들으니 점점 흥미진진해요! 재밌게 듣고 있습니다
2630,,2020.05.29 09:53,김상백 성우님 책을 더 찾아보아야 겠습니다.  책도 재미있지만 성우님 낭독과 연기가 일품입니다!!! 
2631,박수빈,2020.05.27 14:39,재밌어요 끝까지 쭉 들었습니다!
2632,유가연,2020.05.17 23:58,정말 너무 재밌었어요.감사합니다
2633,수경,2020.03.13 00:28,한자와 나오키 같은 잼난 소설 또 없나요? 김상백 성우님 팬이 됨
2634,김화란,2020.03.12 09:42,드라마는 보다 접었는데.. 책이 훨씬 좋아요.
2635,눈에넣어도안아픈남자,2019.12.12 10:05,재밌음
2636,박상용,2019.11.27 02:13,재밌게 들었습니다 ㅎㅎ
2637,미서,2019.10.12 23:50,책이랑 같이못보나요?
2638,문현채,2019.10.12 02:48,그 감사관 때문에 몇번 껐어요 넘얄미워서 ㅠㅠ근데 다들을수밖에 없어용 꿀잼이에용 
2639,KaGang Kim,2019.10.11 10:14,재미있어요
2640,woo C,2019.10.09 01:16,"가슴에 사표 품고 출근하는 길, 무너진 심신으로 퇴근하는 길에 듣고 있으면 한 문장 한 문장 콱콱 와서 박힙니다..ㅠ 이제 뭐 듣지?"
2641,김영관(Albert),2019.08.08 00:30,완전 꿀잼
2642,hwajin.lee,2019.07.09 11:51,"1권 재미있게 들어서 2권도 기대하고 있었는데, 역시 성우님 짱이네요"
2643,윌라 오디오북,2019.07.09 09:24,@이영호 님. 윌라 오디오북입니다. 한자와 나오키 2 오디오북 이용에 불편을 드려 죄송합니다. 현재 3-8 챕터 음원은 수정이 완료되었습니다. 좋은 의견 감사합니다! @유 님. 윌라 오디오북입니다. 한자와 나오키 2 오디오북 이용에 불편을 드려 죄송합니다. 현재 4-3 챕터 음원은 수정이 완료되었습니다. 윌라 오디오북에 좋은 의견 주셔서 감사합니다!
2644,이영호,2019.07.08 18:47,3장 8에서 9 넘어가는 부분이 이상합니다 갑자기 끝나고 내용도 이어지지않는거같은데 확인부탁드려요 
2645,이현성,2019.07.02 15:25,재밌게 잘듣고있어요 여자목소리부분은 여자 성우분이 해주셨으면 좋겠네요 ㅎㅎ
2646,일일신 우일신,2020.10.02 15:31,인생자체가 감동입니다 조금이라도  더 건강한 날이 계속되시길 바랍니다
2647,차은영,2020.09.24 22:23,"작년에 인가? 추천으로 이책을 사서 읽었습니다
오디오북에서 선택하여 듣고있는데  아하~~내가 읽었지? 
그리나이가 많이 먹었다고생각하지 않았는데...이리기억력이 없어가지구 ...내이마를치고말았다
두번째로 접하는 글이라 마음에 안정되게,들었다
많은것을생각하고 나의 생각을 정리해보기도 하고 좀더 겸손하게 작은것에 감사하며 살아야겠다
감사합니디ㅣ"
2648,유주희,2020.08.06 11:45,"하나하나 구구절절 마음에 와닿습니다.
책으로도 읽고 싶네요."
2649,연문행,2020.07.01 11:20,"1박2일도 되기전에 완독하였네요. 내나이56세에 공감대도있었으며, 작가의 감성과 내감성이 비슷하다는걸 들으면서 고개를 끄떡여봅니다. 책을 사보다가 첫책입니다. 잘들었습니다 늙어가고, 질병으로 마음이 힘든 나에게 연하게 공감되는 내용이네요 잘들었습니다."
2650,뽀개,2020.06.14 15:57,"서른살이 심리학에게 묻다.. 를 서른살에 읽고 작가님을 알았습니다.벌써 11년이 지났지만.. 아직 제 책장에는 작가님의 책이 있습니다.. 
그리고.. 자존감이 바닥칠때.. 너무너무 힘들때 한번씩 찾아보는 인생의 참고서가 되었습니다.
감사합니다^^"
2651,이지현,2020.06.13 20:00,좋은 구절도 많고 배울 점이 정말 많은 책이었어요. 성우선생님도 잘 읽어주셔서 바로 집중할 수 있었던 것 같아요. 감사합니다 
2652,지정현,2020.06.03 06:44,넘 좋아서 다시 들어요. 헉헉대는 삶에 지쳐가는데 괜찮다고. 너무 열심히 살지 않아도 된다고 따뜻한 위로를 받는 것 같아요
2653,조한래,2020.05.13 10:18,"파킨슨병에 괴로워하면서도 삶을 열정적으로
사는 모습에 저도 열심히 살아야겠다 했어요.
특히 딸과 아들에게 보내는 편지 챕터는
인생의 선배로서 남겨주는 말씀이라 인상깊네요..
저도 삶과 연애하면서 공부에 미쳐도 볼게요^^"
2654,백인삼,2020.04.20 11:09,좋은 글 감사합니다!
2655,서녕이,2020.04.14 19:21,좋습니다 성우도좋고 책도좋고
2656,박창욱,2020.04.08 18:06,"책 내용을 들으면 누구나 다 알만한 삶의 이치지만 다시 한번 들으면서 살면서 어떻게 마음가짐을 해야하는지 마음이 넓어지는 책 
성우님 목소리도 한몫함"
2657,박형민,2020.03.24 16:30,가슴을 울리는 한편의 독백을 들은듯 합니다
2658,연희맘,2020.03.21 12:42,에세이 이지만 절대 가볍지 않아요.  훌륭합니다. 작가님 건강을 기도합니다.
2659,최은옥,2020.03.17 16:00,출퇴근 길에 잘 읽었습니다. 더 많이 사랑하고 감사하면서 살아야겠다는 생각을 해봅니다
2660,이소미네,2020.02.29 11:37,저에게 있어서 굉장하 공감가는 내용이 많아서 좋았습니다 인생을 살아가는 방법도 알려주셔서 도움이 많아 되었습니다
2661,오은정,2020.11.30 12:40,"감사합니다.
잘 늙을수 있는 길을 내어 주셔서."
2662,마이스터 권 원장,2020.11.17 21:11,추천합니다.잘 쓰여진 책입니다.
2663,강은정,2020.11.09 07:11,"앞으로 살아가며  나의 삶의 적용해야겠다는 생각이 들었습니다 
감사합니다"
2664,장은희,2020.11.02 16:29,누구나 늙어가는 우리모두가 읽어야할책!
2665,연문행,2020.11.01 11:14,한번 더 들었어요. 잘들었습니다
2666,이유미,2020.10.26 23:43,정말 많은걸 배우게 된 시간이였어요
2667,송호석,2020.10.23 16:18,"저자의 자부심도 느껴지고, 지혜도 엿보이는 내용이네요. 가까운 사람에게 선물에 주고 싶은 책입니다."
2668,스카일라,2020.10.23 06:51,30대 초반입니다. 젊은사람들에게도 굉장히 편안하고 도움이 되는 책이에요. 작가님의 삶과 지혜에 존경심이 생기네요
2669,頓悟漸修.강경화,2020.10.22 17:11,"현재를 잘 살아야 노후가 든든하고 재밌어질꺼 같다.
"
2670,김태형,2020.10.19 15:50,4 19 운동 하시다 투옥도 되시고.. 나름 정신의학 분야에 선구적 활동도 많이 하셨는데... 책은 정말 아닌 듯 합니다.. 보편적 삶의 문제가 아닌 개인적 자부심 자랑으로 일관하시는 느낌... 중도 포기했네요...
2671,최규창,2020.10.17 23:20,나는죽을때까지재미있게살고싶다
2672,이성욱,2020.10.16 01:15,인생의 터닝포인트 잘 들었습니다
2673,이수민,2020.10.15 11:12,잼나게 잘 들었습니다 ~^^
2674,이현진,2020.10.13 12:14,전 좋았어요 나름 자기 삶의 철학도 있고 본받고 싶은 부분도 있습니다 잘난척이라고 생각죌 수도 있지만 자기만의 주관이 뚜렷해서 그런거 같습니다
2675,신현주,2020.10.11 15:11,살면서 느끼는 답답함에대한 해답을 얻은듯한 기분을 주는 멋진 책의 발견이였습니다^^
2676,안용대,2020.10.11 11:47,"제가 닮고 싶은 삶이네요.
어떤분인지 궁금합니다.
감사합니다."
2677,SJ,2020.10.10 17:26,정신과 의사 특유의 정신승리가 자기 자랑 처럼 보일 수 있으나. 직업적 특성이라 이해하고 넘어가다보면 좋은 책이네요. 닮아가고 싶은 삶입니다. 
2678,정지수,2020.10.10 12:17,정신과의사출신이라 하셔서 뭔가 다른가하고 들었는데 식상하고 감흥이 없고 공감도 안되어 중단
2679,calvados,2020.10.09 23:08,귓
2680,이효재,2020.10.09 15:52,ㅡ
2681,이지혜,2020.10.08 23:38,자기자랑의 연속이라는 생각을 나만하는건가 싶었는데 저와 같은 생각을 하시는분들이 꽤있네요. 그래도 끝까지 들어보려고했는데 중간에 포기합니다. 훌륭하신분인건 알겠는데 그걸 드러내는 방법이 좀 잘난척같이 들리네요.. 나이많으신분들이 듣는다면 좀 다른평가를 남기실수도있겠으나 전 아직 젊어 그런지 아니네요. 
2682,Windfall,2020.10.08 20:47,늙은이의 자기자랑 대잔치.50대이하는 비추.노파가 떠올리는 첫사랑 얘기 옆에 앉은 죄로 어쩔수없이 듣는 기분이다.
2683,최승호,2020.10.07 21:33,"최고 입니다.
감사 합니다."
2684,정아,2020.10.04 22:13,"읽는동안 하루하루는 참 긍정이였던것 같네요.
좋아요."
2685,지영호,2020.10.04 22:08,어려운 실천으로 삶을 만들어 주는 과정
2686,조인선,2020.10.04 10:53,굿
2687,전승영,2020.10.03 16:37,좋은 내용입니다~ 고객님 기다리며 듣고있습니다  기다림이 지루하지 않을만큼 좋은 내용에 감사드립니다.저도 재밋게 살아가고 싶어요~~^^
2688,박정숙,2020.10.03 10:16,너무 뻔한 내용입니다
2689,일일신 우일신,2020.10.02 15:27,참 좋은 내용입니다 감사합니다
2690,미가인,2020.10.02 08:54,내용이 너무 고루하네요. 교장선생님 조회 듣는 느낌
2691,조태환,2020.10.01 00:16,"전체적으로 너무 재미있게 읽었습니다.
  특히 '내가 최선이라는 말을 싫어하는 이유'와 '이제 그만 자신에게 너그러워져라', '젊은이를 가르치려 들지마라'
이 세 파트의 내용이 두고두고 활용 가능할 정도로 너무 감명 깊었습니다^^"
2692,권순걸,2020.09.29 15:58,좋은 내용정말재미있습니다.
2693,kim.e.g,2020.09.23 04:16,"책내용은 좋은데, 읽어주시는성우분들~~ㅜㅜ
너무 기계음같아서 집중이 딱히~~
ㅜㅜ"
2694,김정희,2020.09.16 06:50,"좋은내용이긴 한데...
저자의 자기자랑  처럼  들리는 비유가  너무 많아서 듣다 중단 !  ㅡㅡ  "
2695,seo Huyen,2020.09.10 10:55,좋아요~~
2696,contigo,2020.09.08 12:17,50대에 접어든 분들에겐 지난 온 시간과 앞으로 살아갈 시간을 생각할 수 있는 좋은 기회가 될 것 같습니다. 저자의 진솔한 나눔에 감사를 드립니다. 내가 나를 더 사랑하는 오늘을 살겠습니다~ 건강하세요^^
2697,문현숙,2020.09.03 15:47,"내나이  50에  접어드니  이책이 딱 적격인듯  ㅎㅎ

두번 들었네요.
잘 들었습니다."
2698,김은자 010-8697-2454,2020.09.02 12:54,"현실감있는내용으로 잘 채워진오디오북 .
성우의 귀에쏙들어오는 목소리등 모두가 감동입니다.
감사합니다.
덕분에 좋은인연 ,
좋은 읽을꺼리를 찾아며칠 행복했습니다."
2699,JuyungLee,2020.09.02 12:50,"듣는것도 굉장한 흥미와 집중력이된다는것을 오디오북을통해 알게되어 기쁨니다. 그리고
성우님들의 생동감있는 목소리가 감동이두배가되는것같습니다~ 모든인연에 감사합니다~~!!^^"
2700,최현아,2020.09.02 09:26,클래스에 이근후 교수님 인생문답이라는 인터뷰 영상도 있던데 정말 많은 생각을 하게 만드는 내용이었습니다 인터뷰 영상도 책도 모두요
